date,from_currency,to_currency,exchange
17/04/2023,CAD,USD,0.74838
17/04/2023,EUR,AUD,1.6356
17/04/2023,EUR,CAD,1.4673
17/04/2023,EUR,EUR,1
17/04/2023,EUR,GBP,0.88373
17/04/2023,EUR,USD,1.0981
17/04/2023,GBP,AUD,1.85079
17/04/2023,GBP,CAD,1.66035
17/04/2023,GBP,EUR,1.13157
17/04/2023,GBP,GBP,1
17/04/2023,GBP,USD,1.24257
17/04/2023,USD,AUD,1.48948
17/04/2023,USD,CAD,1.33622
17/04/2023,USD,EUR,0.91066
17/04/2023,USD,GBP,0.80478
17/04/2023,USD,USD,1
18/04/2023,AUD,AUD,1
18/04/2023,AUD,CAD,0.90188
18/04/2023,AUD,EUR,0.6144
18/04/2023,AUD,GBP,0.54155
18/04/2023,AUD,USD,0.67412
18/04/2023,CAD,AUD,1.10879
18/04/2023,CAD,CAD,1
18/04/2023,CAD,EUR,0.68125
18/04/2023,CAD,GBP,0.60047
18/04/2023,CAD,USD,0.74746
18/04/2023,EUR,AUD,1.6276
18/04/2023,EUR,CAD,1.4679
18/04/2023,EUR,EUR,1
18/04/2023,EUR,GBP,0.88143
18/04/2023,EUR,USD,1.0972
18/04/2023,GBP,AUD,1.84654
18/04/2023,GBP,CAD,1.66536
18/04/2023,GBP,EUR,1.13452
18/04/2023,GBP,GBP,1
18/04/2023,GBP,USD,1.2448
18/04/2023,USD,AUD,1.48341
18/04/2023,USD,CAD,1.33786
18/04/2023,USD,EUR,0.91141
18/04/2023,USD,GBP,0.80334
18/04/2023,USD,USD,1
19/04/2023,AUD,AUD,1
19/04/2023,AUD,CAD,0.90166
19/04/2023,AUD,EUR,0.61346
19/04/2023,AUD,GBP,0.54051
19/04/2023,AUD,USD,0.6707
19/04/2023,CAD,AUD,1.10906
19/04/2023,CAD,CAD,1
19/04/2023,CAD,EUR,0.68036
19/04/2023,CAD,GBP,0.59946
19/04/2023,CAD,USD,0.74384
19/04/2023,EUR,AUD,1.6301
19/04/2023,EUR,CAD,1.4698
19/04/2023,EUR,EUR,1
19/04/2023,EUR,GBP,0.88108
19/04/2023,EUR,USD,1.0933
19/04/2023,GBP,AUD,1.85012
19/04/2023,GBP,CAD,1.66818
19/04/2023,GBP,EUR,1.13497
19/04/2023,GBP,GBP,1
19/04/2023,GBP,USD,1.24086
19/04/2023,USD,AUD,1.49099
19/04/2023,USD,CAD,1.34437
19/04/2023,USD,EUR,0.91466
19/04/2023,USD,GBP,0.80589
19/04/2023,USD,USD,1
20/04/2023,AUD,AUD,1
20/04/2023,AUD,CAD,0.90589
20/04/2023,AUD,EUR,0.61387
20/04/2023,AUD,GBP,0.54115
20/04/2023,AUD,USD,0.67182
20/04/2023,CAD,AUD,1.10388
20/04/2023,CAD,CAD,1
20/04/2023,CAD,EUR,0.67764
20/04/2023,CAD,GBP,0.59736
20/04/2023,CAD,USD,0.74161
20/04/2023,EUR,AUD,1.629
20/04/2023,EUR,CAD,1.4757
20/04/2023,EUR,EUR,1
20/04/2023,EUR,GBP,0.88153
20/04/2023,EUR,USD,1.0944
20/04/2023,GBP,AUD,1.84792
20/04/2023,GBP,CAD,1.67402
20/04/2023,GBP,EUR,1.13439
20/04/2023,GBP,GBP,1
20/04/2023,GBP,USD,1.24148
20/04/2023,USD,AUD,1.48849
20/04/2023,USD,CAD,1.34841
20/04/2023,USD,EUR,0.91374
20/04/2023,USD,GBP,0.80549
20/04/2023,USD,USD,1
21/04/2023,AUD,AUD,1
21/04/2023,AUD,CAD,0.90637
21/04/2023,AUD,EUR,0.60998
21/04/2023,AUD,GBP,0.54026
21/04/2023,AUD,USD,0.66964
21/04/2023,CAD,AUD,1.1033
21/04/2023,CAD,CAD,1
21/04/2023,CAD,EUR,0.67299
21/04/2023,CAD,GBP,0.59607
21/04/2023,CAD,USD,0.73881
21/04/2023,EUR,AUD,1.6394
21/04/2023,EUR,CAD,1.4859
21/04/2023,EUR,EUR,1
21/04/2023,EUR,GBP,0.8857
21/04/2023,EUR,USD,1.0978
21/04/2023,GBP,AUD,1.85097
21/04/2023,GBP,CAD,1.67766
21/04/2023,GBP,EUR,1.12905
21/04/2023,GBP,GBP,1
21/04/2023,GBP,USD,1.23947
21/04/2023,USD,AUD,1.49335
21/04/2023,USD,CAD,1.35353
21/04/2023,USD,EUR,0.91091
21/04/2023,USD,GBP,0.8068
21/04/2023,USD,USD,1
22/04/2023,AUD,AUD,1
22/04/2023,AUD,CAD,0.90637
22/04/2023,AUD,EUR,0.60998
22/04/2023,AUD,GBP,0.54026
22/04/2023,AUD,USD,0.66964
22/04/2023,CAD,AUD,1.1033
22/04/2023,CAD,CAD,1
22/04/2023,CAD,EUR,0.67299
22/04/2023,CAD,GBP,0.59607
22/04/2023,CAD,USD,0.73881
22/04/2023,EUR,AUD,1.6394
22/04/2023,EUR,CAD,1.4859
22/04/2023,EUR,EUR,1
22/04/2023,EUR,GBP,0.8857
22/04/2023,EUR,USD,1.0978
22/04/2023,GBP,AUD,1.85097
22/04/2023,GBP,CAD,1.67766
22/04/2023,GBP,EUR,1.12905
22/04/2023,GBP,GBP,1
22/04/2023,GBP,USD,1.23947
22/04/2023,USD,AUD,1.49335
22/04/2023,USD,CAD,1.35353
22/04/2023,USD,EUR,0.91091
22/04/2023,USD,GBP,0.8068
22/04/2023,USD,USD,1
23/04/2023,AUD,AUD,1
23/04/2023,AUD,CAD,0.90637
23/04/2023,AUD,EUR,0.60998
23/04/2023,AUD,GBP,0.54026
23/04/2023,AUD,USD,0.66964
23/04/2023,CAD,AUD,1.1033
23/04/2023,CAD,CAD,1
23/04/2023,CAD,EUR,0.67299
23/04/2023,CAD,GBP,0.59607
23/04/2023,CAD,USD,0.73881
23/04/2023,EUR,AUD,1.6394
23/04/2023,EUR,CAD,1.4859
23/04/2023,EUR,EUR,1
23/04/2023,EUR,GBP,0.8857
23/04/2023,EUR,USD,1.0978
23/04/2023,GBP,AUD,1.85097
23/04/2023,GBP,CAD,1.67766
23/04/2023,GBP,EUR,1.12905
23/04/2023,GBP,GBP,1
23/04/2023,GBP,USD,1.23947
23/04/2023,USD,AUD,1.49335
23/04/2023,USD,CAD,1.35353
23/04/2023,USD,EUR,0.91091
23/04/2023,USD,GBP,0.8068
23/04/2023,USD,USD,1
24/04/2023,AUD,AUD,1
24/04/2023,AUD,CAD,0.90515
24/04/2023,AUD,EUR,0.60724
24/04/2023,AUD,GBP,0.53718
24/04/2023,AUD,USD,0.66808
24/04/2023,CAD,AUD,1.10479
24/04/2023,CAD,CAD,1
24/04/2023,CAD,EUR,0.67087
24/04/2023,CAD,GBP,0.59347
24/04/2023,CAD,USD,0.73809
24/04/2023,EUR,AUD,1.6468
24/04/2023,EUR,CAD,1.4906
24/04/2023,EUR,EUR,1
24/04/2023,EUR,GBP,0.88463
24/04/2023,EUR,USD,1.1002
24/04/2023,GBP,AUD,1.86157
24/04/2023,GBP,CAD,1.685
24/04/2023,GBP,EUR,1.13042
24/04/2023,GBP,GBP,1
24/04/2023,GBP,USD,1.24368
24/04/2023,USD,AUD,1.49682
24/04/2023,USD,CAD,1.35484
24/04/2023,USD,EUR,0.90893
24/04/2023,USD,GBP,0.80406
24/04/2023,USD,USD,1
25/04/2023,AUD,AUD,1
25/04/2023,AUD,CAD,0.90461
25/04/2023,AUD,EUR,0.60372
25/04/2023,AUD,GBP,0.53517
25/04/2023,AUD,USD,0.66542
25/04/2023,CAD,AUD,1.10545
25/04/2023,CAD,CAD,1
25/04/2023,CAD,EUR,0.66738
25/04/2023,CAD,GBP,0.5916
25/04/2023,CAD,USD,0.73558
25/04/2023,EUR,AUD,1.6564
25/04/2023,EUR,CAD,1.4984
25/04/2023,EUR,EUR,1
25/04/2023,EUR,GBP,0.88645
25/04/2023,EUR,USD,1.1022
25/04/2023,GBP,AUD,1.86858
25/04/2023,GBP,CAD,1.69034
25/04/2023,GBP,EUR,1.1281
25/04/2023,GBP,GBP,1
25/04/2023,GBP,USD,1.24339
25/04/2023,USD,AUD,1.50281
25/04/2023,USD,CAD,1.35946
25/04/2023,USD,EUR,0.90728
25/04/2023,USD,GBP,0.80426
25/04/2023,USD,USD,1
26/04/2023,AUD,AUD,1
26/04/2023,AUD,CAD,0.89895
26/04/2023,AUD,EUR,0.59791
26/04/2023,AUD,GBP,0.52951
26/04/2023,AUD,USD,0.66003
26/04/2023,CAD,AUD,1.1124
26/04/2023,CAD,CAD,1
26/04/2023,CAD,EUR,0.66511
26/04/2023,CAD,GBP,0.58903
26/04/2023,CAD,USD,0.73422
26/04/2023,EUR,AUD,1.6725
26/04/2023,EUR,CAD,1.5035
26/04/2023,EUR,EUR,1
26/04/2023,EUR,GBP,0.8856
26/04/2023,EUR,USD,1.1039
26/04/2023,GBP,AUD,1.88855
26/04/2023,GBP,CAD,1.69772
26/04/2023,GBP,EUR,1.12918
26/04/2023,GBP,GBP,1
26/04/2023,GBP,USD,1.2465
26/04/2023,USD,AUD,1.51508
26/04/2023,USD,CAD,1.36199
26/04/2023,USD,EUR,0.90588
26/04/2023,USD,GBP,0.80225
26/04/2023,USD,USD,1
27/04/2023,AUD,AUD,1
27/04/2023,AUD,CAD,0.90217
27/04/2023,AUD,EUR,0.59981
27/04/2023,AUD,GBP,0.5304
27/04/2023,AUD,USD,0.66231
27/04/2023,CAD,AUD,1.10844
27/04/2023,CAD,CAD,1
27/04/2023,CAD,EUR,0.66485
27/04/2023,CAD,GBP,0.58791
27/04/2023,CAD,USD,0.73413
27/04/2023,EUR,AUD,1.6672
27/04/2023,EUR,CAD,1.5041
27/04/2023,EUR,EUR,1
27/04/2023,EUR,GBP,0.88428
27/04/2023,EUR,USD,1.1042
27/04/2023,GBP,AUD,1.88538
27/04/2023,GBP,CAD,1.70093
27/04/2023,GBP,EUR,1.13086
27/04/2023,GBP,GBP,1
27/04/2023,GBP,USD,1.2487
27/04/2023,USD,AUD,1.50987
27/04/2023,USD,CAD,1.36216
27/04/2023,USD,EUR,0.90563
27/04/2023,USD,GBP,0.80083
27/04/2023,USD,USD,1
28/04/2023,AUD,AUD,1
28/04/2023,AUD,CAD,0.899
28/04/2023,AUD,EUR,0.6001
28/04/2023,AUD,GBP,0.52838
28/04/2023,AUD,USD,0.65897
28/04/2023,CAD,AUD,1.11234
28/04/2023,CAD,CAD,1
28/04/2023,CAD,EUR,0.66751
28/04/2023,CAD,GBP,0.58774
28/04/2023,CAD,USD,0.733
28/04/2023,EUR,AUD,1.6664
28/04/2023,EUR,CAD,1.4981
28/04/2023,EUR,EUR,1
28/04/2023,EUR,GBP,0.8805
28/04/2023,EUR,USD,1.0981
28/04/2023,GBP,AUD,1.89256
28/04/2023,GBP,CAD,1.70142
28/04/2023,GBP,EUR,1.13572
28/04/2023,GBP,GBP,1
28/04/2023,GBP,USD,1.24713
28/04/2023,USD,AUD,1.51753
28/04/2023,USD,CAD,1.36427
28/04/2023,USD,EUR,0.91066
28/04/2023,USD,GBP,0.80184
28/04/2023,USD,USD,1
29/04/2023,AUD,AUD,1
29/04/2023,AUD,CAD,0.899
29/04/2023,AUD,EUR,0.6001
29/04/2023,AUD,GBP,0.52838
29/04/2023,AUD,USD,0.65897
29/04/2023,CAD,AUD,1.11234
29/04/2023,CAD,CAD,1
29/04/2023,CAD,EUR,0.66751
29/04/2023,CAD,GBP,0.58774
29/04/2023,CAD,USD,0.733
29/04/2023,EUR,AUD,1.6664
29/04/2023,EUR,CAD,1.4981
29/04/2023,EUR,EUR,1
29/04/2023,EUR,GBP,0.8805
29/04/2023,EUR,USD,1.0981
29/04/2023,GBP,AUD,1.89256
29/04/2023,GBP,CAD,1.70142
29/04/2023,GBP,EUR,1.13572
29/04/2023,GBP,GBP,1
29/04/2023,GBP,USD,1.24713
29/04/2023,USD,AUD,1.51753
29/04/2023,USD,CAD,1.36427
29/04/2023,USD,EUR,0.91066
29/04/2023,USD,GBP,0.80184
29/04/2023,USD,USD,1
30/04/2023,AUD,AUD,1
30/04/2023,AUD,CAD,0.899
30/04/2023,AUD,EUR,0.6001
30/04/2023,AUD,GBP,0.52838
30/04/2023,AUD,USD,0.65897
30/04/2023,CAD,AUD,1.11234
30/04/2023,CAD,CAD,1
30/04/2023,CAD,EUR,0.66751
30/04/2023,CAD,GBP,0.58774
30/04/2023,CAD,USD,0.733
30/04/2023,EUR,AUD,1.6664
30/04/2023,EUR,CAD,1.4981
30/04/2023,EUR,EUR,1
30/04/2023,EUR,GBP,0.8805
30/04/2023,EUR,USD,1.0981
30/04/2023,GBP,AUD,1.89256
30/04/2023,GBP,CAD,1.70142
30/04/2023,GBP,EUR,1.13572
30/04/2023,GBP,GBP,1
30/04/2023,GBP,USD,1.24713
30/04/2023,USD,AUD,1.51753
30/04/2023,USD,CAD,1.36427
30/04/2023,USD,EUR,0.91066
30/04/2023,USD,GBP,0.80184
30/04/2023,USD,USD,1
01/05/2023,AUD,AUD,1
01/05/2023,AUD,CAD,0.899
01/05/2023,AUD,EUR,0.6001
01/05/2023,AUD,GBP,0.52838
01/05/2023,AUD,USD,0.65897
01/05/2023,CAD,AUD,1.11234
01/05/2023,CAD,CAD,1
01/05/2023,CAD,EUR,0.66751
01/05/2023,CAD,GBP,0.58774
01/05/2023,CAD,USD,0.733
01/05/2023,EUR,AUD,1.6664
01/05/2023,EUR,CAD,1.4981
01/05/2023,EUR,EUR,1
01/05/2023,EUR,GBP,0.8805
01/05/2023,EUR,USD,1.0981
01/05/2023,GBP,AUD,1.89256
01/05/2023,GBP,CAD,1.70142
01/05/2023,GBP,EUR,1.13572
01/05/2023,GBP,GBP,1
01/05/2023,GBP,USD,1.24713
01/05/2023,USD,AUD,1.51753
01/05/2023,USD,CAD,1.36427
01/05/2023,USD,EUR,0.91066
01/05/2023,USD,GBP,0.80184
01/05/2023,USD,USD,1
02/05/2023,AUD,AUD,1
02/05/2023,AUD,CAD,0.90923
02/05/2023,AUD,EUR,0.61084
02/05/2023,AUD,GBP,0.53673
02/05/2023,AUD,USD,0.66978
02/05/2023,CAD,AUD,1.09983
02/05/2023,CAD,CAD,1
02/05/2023,CAD,EUR,0.67182
02/05/2023,CAD,GBP,0.59031
02/05/2023,CAD,USD,0.73665
02/05/2023,EUR,AUD,1.6371
02/05/2023,EUR,CAD,1.4885
02/05/2023,EUR,EUR,1
02/05/2023,EUR,GBP,0.87868
02/05/2023,EUR,USD,1.0965
02/05/2023,GBP,AUD,1.86314
02/05/2023,GBP,CAD,1.69402
02/05/2023,GBP,EUR,1.13807
02/05/2023,GBP,GBP,1
02/05/2023,GBP,USD,1.24789
02/05/2023,USD,AUD,1.49302
02/05/2023,USD,CAD,1.3575
02/05/2023,USD,EUR,0.91199
02/05/2023,USD,GBP,0.80135
02/05/2023,USD,USD,1
03/05/2023,AUD,AUD,1
03/05/2023,AUD,CAD,0.9083
03/05/2023,AUD,EUR,0.60372
03/05/2023,AUD,GBP,0.53287
03/05/2023,AUD,USD,0.66669
03/05/2023,CAD,AUD,1.10096
03/05/2023,CAD,CAD,1
03/05/2023,CAD,EUR,0.66467
03/05/2023,CAD,GBP,0.58667
03/05/2023,CAD,USD,0.734
03/05/2023,EUR,AUD,1.6564
03/05/2023,EUR,CAD,1.5045
03/05/2023,EUR,EUR,1
03/05/2023,EUR,GBP,0.88265
03/05/2023,EUR,USD,1.1043
03/05/2023,GBP,AUD,1.87662
03/05/2023,GBP,CAD,1.70453
03/05/2023,GBP,EUR,1.13295
03/05/2023,GBP,GBP,1
03/05/2023,GBP,USD,1.25112
03/05/2023,USD,AUD,1.49995
03/05/2023,USD,CAD,1.3624
03/05/2023,USD,EUR,0.90555
03/05/2023,USD,GBP,0.79928
03/05/2023,USD,USD,1
04/05/2023,AUD,AUD,1
04/05/2023,AUD,CAD,0.90877
04/05/2023,AUD,EUR,0.60295
04/05/2023,AUD,GBP,0.53069
04/05/2023,AUD,USD,0.66771
04/05/2023,CAD,AUD,1.10038
04/05/2023,CAD,CAD,1
04/05/2023,CAD,EUR,0.66348
04/05/2023,CAD,GBP,0.58396
04/05/2023,CAD,USD,0.73474
04/05/2023,EUR,AUD,1.6585
04/05/2023,EUR,CAD,1.5072
04/05/2023,EUR,EUR,1
04/05/2023,EUR,GBP,0.88015
04/05/2023,EUR,USD,1.1074
04/05/2023,GBP,AUD,1.88434
04/05/2023,GBP,CAD,1.71244
04/05/2023,GBP,EUR,1.13617
04/05/2023,GBP,GBP,1
04/05/2023,GBP,USD,1.25819
04/05/2023,USD,AUD,1.49765
04/05/2023,USD,CAD,1.36103
04/05/2023,USD,EUR,0.90302
04/05/2023,USD,GBP,0.79479
04/05/2023,USD,USD,1
05/05/2023,AUD,AUD,1
05/05/2023,AUD,CAD,0.90726
05/05/2023,AUD,EUR,0.61054
05/05/2023,AUD,GBP,0.53348
05/05/2023,AUD,USD,0.67245
05/05/2023,CAD,AUD,1.10222
05/05/2023,CAD,CAD,1
05/05/2023,CAD,EUR,0.67295
05/05/2023,CAD,GBP,0.58801
05/05/2023,CAD,USD,0.74118
05/05/2023,EUR,AUD,1.6379
05/05/2023,EUR,CAD,1.486
05/05/2023,EUR,EUR,1
05/05/2023,EUR,GBP,0.87378
05/05/2023,EUR,USD,1.1014
05/05/2023,GBP,AUD,1.8745
05/05/2023,GBP,CAD,1.70066
05/05/2023,GBP,EUR,1.14445
05/05/2023,GBP,GBP,1
05/05/2023,GBP,USD,1.2605
05/05/2023,USD,AUD,1.48711
05/05/2023,USD,CAD,1.34919
05/05/2023,USD,EUR,0.90794
05/05/2023,USD,GBP,0.79334
05/05/2023,USD,USD,1
06/05/2023,AUD,AUD,1
06/05/2023,AUD,CAD,0.90726
06/05/2023,AUD,EUR,0.61054
06/05/2023,AUD,GBP,0.53348
06/05/2023,AUD,USD,0.67245
06/05/2023,CAD,AUD,1.10222
06/05/2023,CAD,CAD,1
06/05/2023,CAD,EUR,0.67295
06/05/2023,CAD,GBP,0.58801
06/05/2023,CAD,USD,0.74118
06/05/2023,EUR,AUD,1.6379
06/05/2023,EUR,CAD,1.486
06/05/2023,EUR,EUR,1
06/05/2023,EUR,GBP,0.87378
06/05/2023,EUR,USD,1.1014
06/05/2023,GBP,AUD,1.8745
06/05/2023,GBP,CAD,1.70066
06/05/2023,GBP,EUR,1.14445
06/05/2023,GBP,GBP,1
06/05/2023,GBP,USD,1.2605
06/05/2023,USD,AUD,1.48711
06/05/2023,USD,CAD,1.34919
06/05/2023,USD,EUR,0.90794
06/05/2023,USD,GBP,0.79334
06/05/2023,USD,USD,1
07/05/2023,AUD,AUD,1
07/05/2023,AUD,CAD,0.90726
07/05/2023,AUD,EUR,0.61054
07/05/2023,AUD,GBP,0.53348
07/05/2023,AUD,USD,0.67245
07/05/2023,CAD,AUD,1.10222
07/05/2023,CAD,CAD,1
07/05/2023,CAD,EUR,0.67295
07/05/2023,CAD,GBP,0.58801
07/05/2023,CAD,USD,0.74118
07/05/2023,EUR,AUD,1.6379
07/05/2023,EUR,CAD,1.486
07/05/2023,EUR,EUR,1
07/05/2023,EUR,GBP,0.87378
07/05/2023,EUR,USD,1.1014
07/05/2023,GBP,AUD,1.8745
07/05/2023,GBP,CAD,1.70066
07/05/2023,GBP,EUR,1.14445
07/05/2023,GBP,GBP,1
07/05/2023,GBP,USD,1.2605
07/05/2023,USD,AUD,1.48711
07/05/2023,USD,CAD,1.34919
07/05/2023,USD,EUR,0.90794
07/05/2023,USD,GBP,0.79334
07/05/2023,USD,USD,1
08/05/2023,AUD,AUD,1
08/05/2023,AUD,CAD,0.90557
08/05/2023,AUD,EUR,0.61561
08/05/2023,AUD,GBP,0.53699
08/05/2023,AUD,USD,0.67945
08/05/2023,CAD,AUD,1.10428
08/05/2023,CAD,CAD,1
08/05/2023,CAD,EUR,0.67981
08/05/2023,CAD,GBP,0.59298
08/05/2023,CAD,USD,0.75031
08/05/2023,EUR,AUD,1.6244
08/05/2023,EUR,CAD,1.471
08/05/2023,EUR,EUR,1
08/05/2023,EUR,GBP,0.87228
08/05/2023,EUR,USD,1.1037
08/05/2023,GBP,AUD,1.86225
08/05/2023,GBP,CAD,1.68639
08/05/2023,GBP,EUR,1.14642
08/05/2023,GBP,GBP,1
08/05/2023,GBP,USD,1.2653
08/05/2023,USD,AUD,1.47178
08/05/2023,USD,CAD,1.33279
08/05/2023,USD,EUR,0.90604
08/05/2023,USD,GBP,0.79032
08/05/2023,USD,USD,1
09/05/2023,AUD,AUD,1
09/05/2023,AUD,CAD,0.90516
09/05/2023,AUD,EUR,0.61664
09/05/2023,AUD,GBP,0.53641
09/05/2023,AUD,USD,0.67577
09/05/2023,CAD,AUD,1.10478
09/05/2023,CAD,CAD,1
09/05/2023,CAD,EUR,0.68125
09/05/2023,CAD,GBP,0.59262
09/05/2023,CAD,USD,0.74658
09/05/2023,EUR,AUD,1.6217
09/05/2023,EUR,CAD,1.4679
09/05/2023,EUR,EUR,1
09/05/2023,EUR,GBP,0.8699
09/05/2023,EUR,USD,1.0959
09/05/2023,GBP,AUD,1.86424
09/05/2023,GBP,CAD,1.68744
09/05/2023,GBP,EUR,1.14956
09/05/2023,GBP,GBP,1
09/05/2023,GBP,USD,1.2598
09/05/2023,USD,AUD,1.47979
09/05/2023,USD,CAD,1.33945
09/05/2023,USD,EUR,0.91249
09/05/2023,USD,GBP,0.79378
09/05/2023,USD,USD,1
10/05/2023,AUD,AUD,1
10/05/2023,AUD,CAD,0.90353
10/05/2023,AUD,EUR,0.61645
10/05/2023,AUD,GBP,0.53516
10/05/2023,AUD,USD,0.67501
10/05/2023,CAD,AUD,1.10677
10/05/2023,CAD,CAD,1
10/05/2023,CAD,EUR,0.68227
10/05/2023,CAD,GBP,0.5923
10/05/2023,CAD,USD,0.74708
10/05/2023,EUR,AUD,1.6222
10/05/2023,EUR,CAD,1.4657
10/05/2023,EUR,EUR,1
10/05/2023,EUR,GBP,0.86813
10/05/2023,EUR,USD,1.095
10/05/2023,GBP,AUD,1.86861
10/05/2023,GBP,CAD,1.68834
10/05/2023,GBP,EUR,1.1519
10/05/2023,GBP,GBP,1
10/05/2023,GBP,USD,1.26133
10/05/2023,USD,AUD,1.48146
10/05/2023,USD,CAD,1.33854
10/05/2023,USD,EUR,0.91324
10/05/2023,USD,GBP,0.79281
10/05/2023,USD,USD,1
11/05/2023,AUD,AUD,1
11/05/2023,AUD,CAD,0.90423
11/05/2023,AUD,EUR,0.61629
11/05/2023,AUD,GBP,0.53491
11/05/2023,AUD,USD,0.67361
11/05/2023,CAD,AUD,1.10592
11/05/2023,CAD,CAD,1
11/05/2023,CAD,EUR,0.68157
11/05/2023,CAD,GBP,0.59157
11/05/2023,CAD,USD,0.74496
11/05/2023,EUR,AUD,1.6226
11/05/2023,EUR,CAD,1.4672
11/05/2023,EUR,EUR,1
11/05/2023,EUR,GBP,0.86795
11/05/2023,EUR,USD,1.093
11/05/2023,GBP,AUD,1.86946
11/05/2023,GBP,CAD,1.69042
11/05/2023,GBP,EUR,1.15214
11/05/2023,GBP,GBP,1
11/05/2023,GBP,USD,1.25929
11/05/2023,USD,AUD,1.48454
11/05/2023,USD,CAD,1.34236
11/05/2023,USD,EUR,0.91491
11/05/2023,USD,GBP,0.7941
11/05/2023,USD,USD,1
12/05/2023,AUD,AUD,1
12/05/2023,AUD,CAD,0.90141
12/05/2023,AUD,EUR,0.61312
12/05/2023,AUD,GBP,0.53354
12/05/2023,AUD,USD,0.66781
12/05/2023,CAD,AUD,1.10937
12/05/2023,CAD,CAD,1
12/05/2023,CAD,EUR,0.68018
12/05/2023,CAD,GBP,0.59189
12/05/2023,CAD,USD,0.74085
12/05/2023,EUR,AUD,1.631
12/05/2023,EUR,CAD,1.4702
12/05/2023,EUR,EUR,1
12/05/2023,EUR,GBP,0.8702
12/05/2023,EUR,USD,1.0892
12/05/2023,GBP,AUD,1.87428
12/05/2023,GBP,CAD,1.6895
12/05/2023,GBP,EUR,1.14916
12/05/2023,GBP,GBP,1
12/05/2023,GBP,USD,1.25167
12/05/2023,USD,AUD,1.49743
12/05/2023,USD,CAD,1.3498
12/05/2023,USD,EUR,0.91811
12/05/2023,USD,GBP,0.79893
12/05/2023,USD,USD,1
13/05/2023,AUD,AUD,1
13/05/2023,AUD,CAD,0.90141
13/05/2023,AUD,EUR,0.61312
13/05/2023,AUD,GBP,0.53354
13/05/2023,AUD,USD,0.66781
13/05/2023,CAD,AUD,1.10937
13/05/2023,CAD,CAD,1
13/05/2023,CAD,EUR,0.68018
13/05/2023,CAD,GBP,0.59189
13/05/2023,CAD,USD,0.74085
13/05/2023,EUR,AUD,1.631
13/05/2023,EUR,CAD,1.4702
13/05/2023,EUR,EUR,1
13/05/2023,EUR,GBP,0.8702
13/05/2023,EUR,USD,1.0892
13/05/2023,GBP,AUD,1.87428
13/05/2023,GBP,CAD,1.6895
13/05/2023,GBP,EUR,1.14916
13/05/2023,GBP,GBP,1
13/05/2023,GBP,USD,1.25167
13/05/2023,USD,AUD,1.49743
13/05/2023,USD,CAD,1.3498
13/05/2023,USD,EUR,0.91811
13/05/2023,USD,GBP,0.79893
13/05/2023,USD,USD,1
14/05/2023,AUD,AUD,1
14/05/2023,AUD,CAD,0.90141
14/05/2023,AUD,EUR,0.61312
14/05/2023,AUD,GBP,0.53354
14/05/2023,AUD,USD,0.66781
14/05/2023,CAD,AUD,1.10937
14/05/2023,CAD,CAD,1
14/05/2023,CAD,EUR,0.68018
14/05/2023,CAD,GBP,0.59189
14/05/2023,CAD,USD,0.74085
14/05/2023,EUR,AUD,1.631
14/05/2023,EUR,CAD,1.4702
14/05/2023,EUR,EUR,1
14/05/2023,EUR,GBP,0.8702
14/05/2023,EUR,USD,1.0892
14/05/2023,GBP,AUD,1.87428
14/05/2023,GBP,CAD,1.6895
14/05/2023,GBP,EUR,1.14916
14/05/2023,GBP,GBP,1
14/05/2023,GBP,USD,1.25167
14/05/2023,USD,AUD,1.49743
14/05/2023,USD,CAD,1.3498
14/05/2023,USD,EUR,0.91811
14/05/2023,USD,GBP,0.79893
14/05/2023,USD,USD,1
15/05/2023,AUD,AUD,1
15/05/2023,AUD,CAD,0.90302
15/05/2023,AUD,EUR,0.61497
15/05/2023,AUD,GBP,0.53467
15/05/2023,AUD,USD,0.66884
15/05/2023,CAD,AUD,1.1074
15/05/2023,CAD,CAD,1
15/05/2023,CAD,EUR,0.68101
15/05/2023,CAD,GBP,0.59209
15/05/2023,CAD,USD,0.74067
15/05/2023,EUR,AUD,1.6261
15/05/2023,EUR,CAD,1.4684
15/05/2023,EUR,EUR,1
15/05/2023,EUR,GBP,0.86943
15/05/2023,EUR,USD,1.0876
15/05/2023,GBP,AUD,1.87031
15/05/2023,GBP,CAD,1.68892
15/05/2023,GBP,EUR,1.15018
15/05/2023,GBP,GBP,1
15/05/2023,GBP,USD,1.25093
15/05/2023,USD,AUD,1.49513
15/05/2023,USD,CAD,1.35013
15/05/2023,USD,EUR,0.91946
15/05/2023,USD,GBP,0.7994
15/05/2023,USD,USD,1
16/05/2023,AUD,AUD,1
16/05/2023,AUD,CAD,0.89851
16/05/2023,AUD,EUR,0.61323
16/05/2023,AUD,GBP,0.53313
16/05/2023,AUD,USD,0.66726
16/05/2023,CAD,AUD,1.11295
16/05/2023,CAD,CAD,1
16/05/2023,CAD,EUR,0.6825
16/05/2023,CAD,GBP,0.59335
16/05/2023,CAD,USD,0.74263
16/05/2023,EUR,AUD,1.6307
16/05/2023,EUR,CAD,1.4652
16/05/2023,EUR,EUR,1
16/05/2023,EUR,GBP,0.86938
16/05/2023,EUR,USD,1.0881
16/05/2023,GBP,AUD,1.8757
16/05/2023,GBP,CAD,1.68534
16/05/2023,GBP,EUR,1.15025
16/05/2023,GBP,GBP,1
16/05/2023,GBP,USD,1.25158
